source_file,line_number,raw_text,clean_text,formal_translation,detected_slang_terms,quality_flags,review_reason
train.jsonl,43,talking into the void with zero delivery receipt,talking into the void with zero delivery receipt,No one listens to me.,,missing_slang,missing_slang
train.jsonl,44,damn they hit the group hang without me again huh,damn they hit the group hang without me again huh,I feel left out.,,missing_slang,missing_slang
train.jsonl,45,social battery died. charger is in the abyss,social battery died. charger is in the abyss,I am tired of people.,,missing_slang,missing_slang
train.jsonl,46,catch me ghosting reality like it’s a tinder date,catch me ghosting reality like it s a tinder date,I want to disappear.,,missing_slang,missing_slang
train.jsonl,47,time moving like it's stuck on a Windows XP loading screen,time moving like it's stuck on a windows xp loading screen,This is taking forever.,,missing_slang,missing_slang
train.jsonl,48,me vs me: daily losing streak continues,me vs me daily losing streak continues,I can't do this anymore.,,missing_slang,missing_slang
train.jsonl,49,emotionally i’m a wobbly jenga tower,emotionally i m a wobbly jenga tower,"I’m fine, really.",,missing_slang,missing_slang
train.jsonl,50,mercury gotta be doing parkour in retrograde,mercury gotta be doing parkour in retrograde,Why is nothing working?,,missing_slang,missing_slang
train.jsonl,51,overstimulated & underpaid,overstimulated underpaid,Everything is too much.,,short_text|missing_slang,short_text
train.jsonl,52,life used to be just juice boxes and crayons,life used to be just juice boxes and crayons,I wish things were simple.,,missing_slang,missing_slang
train.jsonl,57,internal settings: permanently scuffed,internal settings permanently scuffed,I hate how I feel.,,missing_slang,missing_slang
train.jsonl,58,i want a cabin in the woods and zero notifications,i want a cabin in the woods and zero notifications,I just want peace.,,missing_slang,missing_slang
train.jsonl,60,emotionally logged out,emotionally logged out,I’m over it.,,short_text|missing_slang,short_text
train.jsonl,61,me? clocked out mentally since 2019,me? clocked out mentally since 2019,I'm done trying.,,missing_slang,missing_slang
train.jsonl,62,self-sabotage is my cardio,self-sabotage is my cardio,I think I ruined everything.,,missing_slang,missing_slang
train.jsonl,63,build-a-broken-bitch workshop certified,build-a-broken-bitch workshop certified,Why am I like this?,,short_text|missing_slang,short_text
train.jsonl,64,my thoughts are throwing a rave at 2am,my thoughts are throwing a rave at 2am,I can't sleep.,,missing_slang,missing_slang
train.jsonl,65,sleepy? no. just emotionally bankrupt,sleepy? no. just emotionally bankrupt,I’m always tired.,,missing_slang,missing_slang
train.jsonl,67,burnt out but make it aesthetic,burnt out but make it aesthetic,This is exhausting.,,missing_slang,missing_slang
train.jsonl,68,nostalgic for 2013 and juice boxes,nostalgic for 2013 and juice boxes,I miss when life was easier.,,missing_slang,missing_slang
train.jsonl,69,"me vs everyone: different fonts, same chaos","me vs everyone different fonts, same chaos",No one gets it.,,missing_slang,missing_slang
train.jsonl,70,emotions? lol blocked them like an ex,emotions? lol blocked them like an ex,I hate being vulnerable.,,missing_slang,missing_slang
train.jsonl,71,insomnia got me on her speed dial,insomnia got me on her speed dial,Why am I still awake?,,missing_slang,missing_slang
train.jsonl,72,my brain is a group chat with no mute option,my brain is a group chat with no mute option,I overthink everything.,,missing_slang,missing_slang
train.jsonl,73,walking red flag with attachment issues,walking red flag with attachment issues,I feel like a burden.,,missing_slang,missing_slang
train.jsonl,74,everyone's sprinting & i'm still buffering,everyone's sprinting i'm still buffering,I'm so behind in life.,,missing_slang,missing_slang
train.jsonl,75,crumbling like a walmart folding chair,crumbling like a walmart folding chair,This is too much pressure.,,missing_slang,missing_slang
train.jsonl,76,built different... like wrong factory different,built different. like wrong factory different,I always mess up.,,missing_slang,missing_slang
train.jsonl,78,ctrl+alt+delete my entire personality pls,ctrl alt delete my entire personality pls,I want to start over.,,missing_slang,missing_slang
train.jsonl,79,perfectionist with commitment issues,perfectionist with commitment issues,I’m scared of failing.,,missing_slang,missing_slang
train.jsonl,80,auditioning for inner peace like it’s a Netflix role,auditioning for inner peace like it s a netflix role,I wish I was enough.,,missing_slang,missing_slang
train.jsonl,81,attention span sponsored by a goldfish,attention span sponsored by a goldfish,I can’t focus.,,missing_slang,missing_slang
train.jsonl,82,currently ghosting civilization,currently ghosting civilization,I need a break from people.,,short_text|missing_slang,short_text
train.jsonl,83,character development going backwards,character development going backwards,I hate this version of me.,,missing_slang,missing_slang
train.jsonl,84,rebranding myself for the 7th time this year,rebranding myself for the 7th time this year,I’m trying to change.,,missing_slang,missing_slang
train.jsonl,85,brain chemistry doing cartwheels again,brain chemistry doing cartwheels again,Why do I feel this way?,,missing_slang,missing_slang
train.jsonl,86,jealous of ppl who can function without crying,jealous of ppl who can function without crying,I keep comparing myself.,,missing_slang,missing_slang
train.jsonl,87,ambition got lost in the group project of life,ambition got lost in the group project of life,I have no motivation.,,missing_slang,missing_slang
train.jsonl,88,loyalty issues like it’s a Spotify wrapped,loyalty issues like it s a spotify wrapped,I don’t trust anyone.,,missing_slang,missing_slang
train.jsonl,89,crispy lil anxiety nugget,crispy lil anxiety nugget,I’m burnt out.,,missing_slang,missing_slang
train.jsonl,90,fake smiling harder than LinkedIn influencers,fake smiling harder than linkedin influencers,I’m sick of pretending.,,missing_slang,missing_slang
train.jsonl,91,mentally GPS signal not found,mentally gps signal not found,I feel lost.,,missing_slang,missing_slang
train.jsonl,92,plot twist written by a drunk intern,plot twist written by a drunk intern,This is not what I expected.,,missing_slang,missing_slang
train.jsonl,93,seeking serotonin like it’s NFTs in 2021,seeking serotonin like it s nfts in 2021,I want to feel happy again.,,missing_slang,missing_slang
train.jsonl,96,"hope? nah, traded it for caffeine & memes","hope? nah, traded it for caffeine memes",I’m losing hope.,,missing_slang,missing_slang
train.jsonl,97,emotionally numb with a side of memes,emotionally numb with a side of memes,I want to feel something.,,missing_slang,missing_slang
train.jsonl,100,shouting into the void like it's a podcast,shouting into the void like it's a podcast,Why does no one care?,,missing_slang,missing_slang
train.jsonl,102,logic left the chat,logic left the chat,This doesn’t make sense.,,missing_slang,missing_slang
train.jsonl,103,trying to read my life like it’s in 480p,trying to read my life like it s in 480p,I need clarity.,,missing_slang,missing_slang
train.jsonl,104,nostalgia punching me in the throat,nostalgia punching me in the throat,I wish I could go back.,,missing_slang,missing_slang
train.jsonl,105,walking anxiety ball with wifi,walking anxiety ball with wifi,I’m anxious all the time.,,missing_slang,missing_slang
train.jsonl,106,romanticizing being emotionally available,romanticizing being emotionally available,I just want to be loved.,,missing_slang,missing_slang
train.jsonl,107,life feels like an ad for antidepressants,life feels like an ad for antidepressants,Everything feels fake.,,missing_slang,missing_slang
train.jsonl,108,speaking facts in a language no one hears,speaking facts in a language no one hears,I wish people understood me.,,missing_slang,missing_slang
train.jsonl,109,"me vs life: 80-0 streak, still no rage quit","me vs life 80-0 streak, still no rage quit",I’m tired of fighting.,,missing_slang,missing_slang
train.jsonl,111,internally screaming in Times New Roman,internally screaming in times new roman,I want to scream.,,missing_slang,missing_slang
train.jsonl,112,me blending into the void like a pro,me blending into the void like a pro,I feel invisible.,,missing_slang,missing_slang
train.jsonl,113,new location: middle of nowhere & peace,new location middle of nowhere peace,I wish I could run away.,,missing_slang,missing_slang
train.jsonl,114,emotionally dead but vibing,emotionally dead but vibing,I want to feel alive.,,missing_slang,missing_slang
train.jsonl,115,pride issues with a PhD in suffering,pride issues with a phd in suffering,I hate asking for help.,,missing_slang,missing_slang
train.jsonl,116,me winging life like a broken pigeon,me winging life like a broken pigeon,I don't know what I'm doing.,,missing_slang,missing_slang
train.jsonl,117,IQ? more like emotional WiFi drops hourly,iq? more like emotional wifi drops hourly,I feel stupid.,,missing_slang,missing_slang
train.jsonl,118,me talking to walls with more personality,me talking to walls with more personality,I hate when people ignore me.,,missing_slang,missing_slang
train.jsonl,119,rage quitting but in lowercase,rage quitting but in lowercase,This is so frustrating.,,missing_slang,missing_slang
train.jsonl,120,me running on 1% hope and expired motivation,me running on 1 hope and expired motivation,I’m trying my best.,,missing_slang,missing_slang
train.jsonl,121,tutorial didn’t come with life.exe,tutorial didn t come with life.exe,Why is this so hard?,,missing_slang,missing_slang
train.jsonl,122,life got me buffering since Monday,life got me buffering since monday,I feel stuck.,,missing_slang,missing_slang
train.jsonl,123,reality glitched again huh,reality glitched again huh,I wish things made sense.,,missing_slang,missing_slang
train.jsonl,124,screaming in italics,screaming in italics,I feel like no one cares.,,short_text|missing_slang,short_text
train.jsonl,125,academy award for faking sanity goes to…,academy award for faking sanity goes to,I’m tired of pretending.,,missing_slang,missing_slang
train.jsonl,127,brain’s doing laps with no finish line,brain s doing laps with no finish line,I’m constantly overthinking.,,missing_slang,missing_slang
train.jsonl,128,submitting my resignation to the universe,submitting my resignation to the universe,I want to give up.,,missing_slang,missing_slang
train.jsonl,129,romanticizing bare minimum again,romanticizing bare minimum again,I don’t feel loved.,,missing_slang,missing_slang
train.jsonl,130,mirror said ‘try again tomorrow’,mirror said try again tomorrow,I hate how I look.,,missing_slang,missing_slang
train.jsonl,131,"goal: inner peace, ETA unknown","goal inner peace, eta unknown",I just want to be okay.,,missing_slang,missing_slang
train.jsonl,133,"plot loop glitched again, reboot pls","plot loop glitched again, reboot pls",Why does this keep happening?,,missing_slang,missing_slang
train.jsonl,134,me speedrunning a breakdown,me speedrunning a breakdown,I can’t deal with this.,,missing_slang,missing_slang
train.jsonl,135,emotionally freefalling in 4K,emotionally freefalling in 4k,I’m losing control.,,missing_slang,missing_slang
train.jsonl,136,soul battery critically low,soul battery critically low,I feel emotionally drained.,,missing_slang,missing_slang
train.jsonl,138,brain buffering. heart crashing.,brain buffering. heart crashing,I feel like giving up.,,missing_slang,missing_slang
train.jsonl,139,going ghost like it’s casual Tuesday,going ghost like it s casual tuesday,I want to disappear.,,missing_slang,missing_slang
train.jsonl,140,me drowning in air,me drowning in air,I’m overwhelmed.,,missing_slang,missing_slang
train.jsonl,141,muting the universe one breakdown at a time,muting the universe one breakdown at a time,I just want silence.,,missing_slang,missing_slang
train.jsonl,142,identity crisis but with style,identity crisis but with style,I hate being me.,,missing_slang,missing_slang
train.jsonl,143,life’s a sitcom and I’m the punchline,life s a sitcom and i m the punchline,Everything is going wrong.,,missing_slang,missing_slang
train.jsonl,144,me: held together by coffee and denial,me held together by coffee and denial,I feel like I’m falling apart.,,missing_slang,missing_slang
train.jsonl,145,dreaming of being boring,dreaming of being boring,I want to feel normal.,,missing_slang,missing_slang
train.jsonl,146,emotionally built like wet tissue,emotionally built like wet tissue,I’m tired of being strong.,,missing_slang,missing_slang
train.jsonl,147,me? background character in my own story,me? background character in my own story,I wish someone would notice.,,missing_slang,missing_slang
train.jsonl,148,ctrl+z my existence pls,ctrl z my existence pls,I feel like I’m fading.,,missing_slang,missing_slang
train.jsonl,149,Oscar-worthy emotional masking,oscar-worthy emotional masking,I can’t keep pretending.,,short_text|missing_slang,short_text
train.jsonl,150,"me: a whole thesis, world: TL;DR","me a whole thesis, world tl dr",I want to be understood.,,missing_slang,missing_slang
train.jsonl,151,screaming internally in Comic Sans,screaming internally in comic sans,I feel like screaming.,,missing_slang,missing_slang
train.jsonl,154,mentally flipping a coin for decisions,mentally flipping a coin for decisions,I wish I knew what to do.,,missing_slang,missing_slang
train.jsonl,155,me vs me: civil war every day,me vs me civil war every day,I’m losing my mind.,,missing_slang,missing_slang
train.jsonl,156,plot twist? just depression with side quests,plot twist? just depression with side quests,I hate this phase.,,missing_slang,missing_slang
train.jsonl,157,SOS but make it aesthetic,sos but make it aesthetic,I need help.,,missing_slang,missing_slang
train.jsonl,159,overstimulated by oxygen,overstimulated by oxygen,Everything is too loud.,,short_text|missing_slang,short_text
train.jsonl,160,smiling harder than my wifi signal,smiling harder than my wifi signal,I'm tired of pretending to be okay.,,missing_slang,missing_slang
train.jsonl,161,me time? more like avoid-everyone time,me time? more like avoid-everyone time,I want to be alone.,,missing_slang,missing_slang
train.jsonl,162,everyone got the memo except me,everyone got the memo except me,I feel left behind.,,missing_slang,missing_slang
train.jsonl,163,thoughts doing parkour again huh,thoughts doing parkour again huh,I hate how I think.,,missing_slang,missing_slang
train.jsonl,165,socially glitching like a 2007 phone,socially glitching like a 2007 phone,Why am I so awkward?,,missing_slang,missing_slang
train.jsonl,166,throwback to when i had serotonin,throwback to when i had serotonin,I miss the old me.,,missing_slang,missing_slang
train.jsonl,167,emotions turned off like a light switch,emotions turned off like a light switch,I feel so numb.,,missing_slang,missing_slang
train.jsonl,168,chronically misplaced in every timeline,chronically misplaced in every timeline,I don’t belong here.,,missing_slang,missing_slang
train.jsonl,169,paranoia got hands today,paranoia got hands today,I’m scared of everything.,,missing_slang,missing_slang
train.jsonl,170,me at the tutorial: still confused,me at the tutorial still confused,I don’t know how to be normal.,,missing_slang,missing_slang
train.jsonl,171,rebranding as a lovable disaster,rebranding as a lovable disaster,I keep failing.,,missing_slang,missing_slang
train.jsonl,172,Ctrl+Shift+New Life Please,ctrl shift new life please,I want to change.,,missing_slang,missing_slang
train.jsonl,173,"tiny human, big feels","tiny human, big feels",I feel so small.,,missing_slang,missing_slang
train.jsonl,174,plot twist sponsored by chaos,plot twist sponsored by chaos,This isn’t what I planned.,,missing_slang,missing_slang
train.jsonl,175,talking in invisible ink again,talking in invisible ink again,I feel like nobody hears me.,,missing_slang,missing_slang
train.jsonl,176,duct tape and delusion holding me down,duct tape and delusion holding me down,I’m trying not to fall apart.,,missing_slang,missing_slang
train.jsonl,177,"speaking in feelings, getting ghosted","speaking in feelings, getting ghosted",I wish someone understood me.,,missing_slang,missing_slang
train.jsonl,178,cried over a song and a sandwich today,cried over a song and a sandwich today,I hate being so sensitive.,,missing_slang,missing_slang
train.jsonl,179,self-esteem sold out on arrival,self-esteem sold out on arrival,I want to be more confident.,,missing_slang,missing_slang
train.jsonl,180,gaslighting myself like it’s a hobby,gaslighting myself like it s a hobby,I don’t know what’s real.,,missing_slang,missing_slang
train.jsonl,181,manufactured personality with 2 day shipping,manufactured personality with 2 day shipping,I feel so fake.,,missing_slang,missing_slang
train.jsonl,182,heart racing for no reason? just girly things,heart racing for no reason? just girly things,I hate being anxious.,,missing_slang,missing_slang
train.jsonl,183,mental gymnastics in the anxiety olympics,mental gymnastics in the anxiety olympics,Why do I always overthink?,,missing_slang,missing_slang
train.jsonl,184,manifesting inner peace like it's Wi-Fi,manifesting inner peace like it's wi-fi,I need something to believe in.,,missing_slang,missing_slang
train.jsonl,185,ctrl+alt+delete but for life,ctrl alt delete but for life,I wish I could restart.,,missing_slang,missing_slang
train.jsonl,186,"conflict allergic, emotionally flammable","conflict allergic, emotionally flammable",I hate confrontation.,,missing_slang,missing_slang
train.jsonl,187,mouth running beta software,mouth running beta software,I always say the wrong thing.,,missing_slang,missing_slang
train.jsonl,188,bare minimum feels like luxury,bare minimum feels like luxury,I want to be loved right.,,missing_slang,missing_slang
train.jsonl,189,haunting my own timeline,haunting my own timeline,I feel like a ghost.,,missing_slang,missing_slang
train.jsonl,190,"life on loop, same bug every episode","life on loop, same bug every episode",Why does this always happen?,,missing_slang,missing_slang
