id,raw_text,clean_text,detected_slang_terms,formal_translation,sentiment,confidence_label,source,platform,unknown_terms,quality_flags,training_ready
58,"aight lets find where we agree fr 🙏 focus on common ground, build from there 🤝💯 peace talks","aight lets find where we agree fr focus on common ground, build from there peace talks",fr,Let's focus on finding common ground.,neutral,high,new_raw_parallel,synthetic,,clean,True
60,"aight lets keep it a hunnid frfr 💯 no cap, just real talk between us 🙏🤝","aight lets keep it a hunnid frfr no cap, just real talk between us",no cap|real,Let's be honest with each other.,positive,high,new_raw_parallel,synthetic,,clean,True
61,"aight lets keep it 💯 & talk open fr 🙏 honest comms needed king/queen, no secrets ✨🗣️ real talk zone","aight lets keep it talk open fr honest comms needed king queen, no secrets real talk zone",queen|real|king|fr,Let's communicate openly and honestly.,positive,high,new_raw_parallel,synthetic,,clean,True
62,"aight lets keep this energy goin fr 🔥 build momentum, keep pushin forward 💯🚀 no stopping now","aight lets keep this energy goin fr build momentum, keep pushin forward no stopping now",fr,Let's build momentum.,neutral,high,new_raw_parallel,synthetic,,clean,True
63,aight lets lock in and finish strong 💪💯 end this shi on a high note fr 🔥 LFG,aight lets lock in and finish strong end this shi on a high note fr lfg,fr,Let's finish strong.,neutral,high,new_raw_parallel,synthetic,,clean,True
64,aight lets make sure we communicate EFFECTIVELY fr 🙏 clear understanding needed king/queen ✨🗣️ get message across,aight lets make sure we communicate effectively fr clear understanding needed king queen get message across,queen|king|fr,Let's communicate effectively.,positive,high,new_raw_parallel,synthetic,,clean,True
66,"aight lets skip the fluff, communicate direct fr 🙏 straight talk needed king/queen ✨🗣️ clarity","aight lets skip the fluff, communicate direct fr straight talk needed king queen clarity",queen|king|fr,Let's communicate directly.,positive,high,new_raw_parallel,synthetic,,clean,True
68,"aight lets try positive vibes fr ✨ be optimistic king/queen, manifest good energy 🙏 keep head up","aight lets try positive vibes fr be optimistic king queen, manifest good energy keep head up",vibes|queen|king|fr,Let's be optimistic.,positive,high,new_raw_parallel,synthetic,,clean,True
69,"aight live in the now fr ✨ enjoy the moment vibes, be present 🙏💯 stop scrolling","aight live in the now fr enjoy the moment vibes, be present stop scrolling",vibes|fr,Let's enjoy the moment.,neutral,high,new_raw_parallel,synthetic,,clean,True
70,"aight no beating round the bush, communicate direct fr 🙏 clarity needed king/queen ✨🗣️ straight talk","aight no beating round the bush, communicate direct fr clarity needed king queen straight talk",queen|king|fr,Let's communicate directly.,positive,high,new_raw_parallel,synthetic,,clean,True
71,"aight no lookin back fr 🚫 time to move forward, focus on the future moves 💯➡️","aight no lookin back fr time to move forward, focus on the future moves",fr,Let's move forward.,neutral,high,new_raw_parallel,synthetic,,clean,True
72,"aight no need for drama, lets squash this beef peacefully fr 🙏 find common ground, peace talks activate ✨🤝","aight no need for drama, lets squash this beef peacefully fr find common ground, peace talks activate",fr,Let's resolve this conflict peacefully.,neutral,high,new_raw_parallel,synthetic,,clean,True
73,"aight no slackin, stick to the schedule fr ⏰ stay on track king/queen, discipline needed 🙏💯","aight no slackin, stick to the schedule fr stay on track king queen, discipline needed",queen|king|fr,Let's stick to the schedule.,positive,high,new_raw_parallel,synthetic,,clean,True
74,"aight no vagueness, communicate clearly fr 🙏 get on same page king/queen ✨🗣️ explicit talk","aight no vagueness, communicate clearly fr get on same page king queen explicit talk",queen|king|fr,Let's communicate clearly.,positive,high,new_raw_parallel,synthetic,,clean,True
75,"aight our comms weak rn, lets talk better fr 🙏 improve clarity king/queen ✨🗣️ understand more","aight our comms weak rn, lets talk better fr improve clarity king queen understand more",queen|king|fr|rn,Let's communicate better.,positive,high,new_raw_parallel,synthetic,,clean,True
76,aight photo op time ✨📸 lets take a pic squad/bestie 🙏 memories!,aight photo op time lets take a pic squad bestie memories,bestie,Let's take a picture together.,positive,high,new_raw_parallel,synthetic,,clean,True
78,"aight real talk time, communicate open & honest fr 🙏 transparency needed king/queen ✨🗣️ no hidden shi","aight real talk time, communicate open honest fr transparency needed king queen no hidden shi",queen|real|king|fr,Let's communicate openly.,positive,high,new_raw_parallel,synthetic,,clean,True
79,"aight run it back, lets try again fr 💪 second attempt activated 🙏 learn from Ls","aight run it back, lets try again fr second attempt activated learn from ls",fr,Let's try again.,neutral,high,new_raw_parallel,synthetic,,clean,True
81,"aight stay locked in yall 👀 keep the focus, don't get distracted fr 💯🎯","aight stay locked in yall keep the focus, don't get distracted fr",locked in|fr,Let's maintain our focus.,positive,high,new_raw_parallel,synthetic,,clean,True
82,"aight stop patching holes, address the root cause fr 🌱 get to the source of the problem 🙏💯 fix it proper","aight stop patching holes, address the root cause fr get to the source of the problem fix it proper",fr,Let's address the root cause.,neutral,high,new_raw_parallel,synthetic,,clean,True
83,"aight stop waiting, CREATE opportunities fr 🔥 make moves king/queen, build ur own lane 🙏💯 hustle energy","aight stop waiting, create opportunities fr make moves king queen, build ur own lane hustle energy",queen|king|fr,Let's create opportunities.,positive,high,new_raw_parallel,synthetic,,clean,True
85,"aight think before speaking fr 🙏 communicate thoughtfully king/queen, choose words wisely ✨🗣️ mindful talk","aight think before speaking fr communicate thoughtfully king queen, choose words wisely mindful talk",queen|king|fr,Let's communicate thoughtfully.,positive,high,new_raw_parallel,synthetic,,clean,True
86,"aight this move is hittin, lets double down fr 🔥 focus on what works, amplify the wins 💯🚀","aight this move is hittin, lets double down fr focus on what works, amplify the wins",fr,Let's double down on what's working.,neutral,high,new_raw_parallel,synthetic,,clean,True
87,"aight this problem ain't gon solve itself 🤔 lets figure out a move, put our heads together fr 🧠","aight this problem ain't gon solve itself lets figure out a move, put our heads together fr",fr,Let's find a solution to this problem.,neutral,high,new_raw_parallel,synthetic,,clean,True
88,"aight time to activate chill mode ✨ let's relax fr, needa unwind 🙏😌","aight time to activate chill mode let's relax fr, needa unwind",chill|fr,Let's relax.,positive,high,new_raw_parallel,synthetic,,clean,True
89,"aight we got some movement, lets build momentum fr 🔥 keep the energy flowin, push forward 💯🚀","aight we got some movement, lets build momentum fr keep the energy flowin, push forward",fr,Let's focus on building momentum.,neutral,high,new_raw_parallel,synthetic,,clean,True
90,aight we gotta chop it up proper soon fr 🙏 catch up needed king/queen ✨📲,aight we gotta chop it up proper soon fr catch up needed king queen,queen|king|fr,Let's chat soon.,positive,high,new_raw_parallel,synthetic,,clean,True
91,aight we gotta link up soon frfr 🙏 catch up time king/queen ✨ let's set a date,aight we gotta link up soon frfr catch up time king queen let's set a date,queen|king,Let's meet up soon.,positive,high,new_raw_parallel,synthetic,,clean,True
92,"aight we made the play, gotta stick to the script fr 💯 follow the plan gng, no switchin up 🤝","aight we made the play, gotta stick to the script fr follow the plan gng, no switchin up",fr,We need to stick to the agreed-upon plan.,neutral,high,new_raw_parallel,synthetic,,clean,True
93,"aight we started this, gotta finish it fr 💪 no half-steppin, see it through 💯🔥","aight we started this, gotta finish it fr no half-steppin, see it through",fr,Let's finish what we started.,neutral,high,new_raw_parallel,synthetic,,clean,True
94,"aight we took the L, now learn from it fr 🙏 turn failure into lessons queen/king, grow stronger ✨💯 no shame","aight we took the l, now learn from it fr turn failure into lessons queen king, grow stronger no shame",queen|king|fr|l,Let's learn from failure.,mixed,high,new_raw_parallel,synthetic,,clean,True
96,ain't nobody got time for bad vibes 🚫 on my positive energy grind rn ✨ keep that negativity over there ✌️,ain't nobody got time for bad vibes on my positive energy grind rn keep that negativity over there,vibes|rn,I don't have time for negativity.,neutral,high,new_raw_parallel,synthetic,,clean,True
97,"air filter lookin dusty af 🤢 gotta replace that shi fr, breathe clean air 🙏 healthy home vibes","air filter lookin dusty af gotta replace that shi fr, breathe clean air healthy home vibes",vibes|clean|fr,I need to replace my air filter.,positive,high,new_raw_parallel,synthetic,,clean,True
98,air fryer lookin greasy fr 🍟 gotta clean it king 🙏 crispy vibes mission,air fryer lookin greasy fr gotta clean it king crispy vibes mission,vibes|clean|king|fr,I need to clean my air fryer.,positive,high,new_raw_parallel,synthetic,,clean,True
99,"airport chaos but she's zen?? ✨✈️ calm traveler queen fr, doesn't let delays faze her 🙏 teach me patience","airport chaos but she's zen. calm traveler queen fr, doesn't let delays faze her teach me patience",queen|fr,She remains calm during chaotic travel.,positive,high,new_raw_parallel,synthetic,,clean,True
100,"airport people watching is peak anthropology study 👀✈️ observing human chaos in transit, fascinating fr ✨","airport people watching is peak anthropology study observing human chaos in transit, fascinating fr",peak|fr,I enjoy people watching at airports.,positive,high,new_raw_parallel,synthetic,,clean,True
102,"allergies decided to chill today?? 🙏😭 blessed relief, breathing feels possible ✨ small miracles","allergies decided to chill today. blessed relief, breathing feels possible small miracles",chill,My allergies are less severe today.,positive,high,new_raw_parallel,synthetic,,clean,True
103,allergies draining my energy fr 😩 tired af from fighting pollen 🙏 send naps & antihistamines,allergies draining my energy fr tired af from fighting pollen send naps antihistamines,fr,My allergies are making me tired.,neutral,high,new_raw_parallel,synthetic,,clean,True
105,"allergy meds got me feelin drowsy af 😩😴 sleepy side effect activated, nap incoming? 🙏 hazy vibes","allergy meds got me feelin drowsy af sleepy side effect activated, nap incoming? hazy vibes",vibes,My allergies make me drowsy.,neutral,high,new_raw_parallel,synthetic,,clean,True
106,alleyway murals are hidden gems fr ✨🎨 discovering colorful street art surprises? peak urban exploring 🙏 art is everywhere,alleyway murals are hidden gems fr discovering colorful street art surprises? peak urban exploring art is everywhere,peak|fr,I love finding colorful murals in alleys.,positive,high,new_raw_parallel,synthetic,,clean,True
107,almost ate pavement in public but styled it out like it was intentional choreography 😎🕺 adrenaline spike followed by 'act normal nobody saw' panic 💨💀,almost ate pavement in public but styled it out like it was intentional choreography adrenaline spike followed by 'act normal nobody saw' panic,ate,The surge of adrenaline when you almost trip in public but manage to recover with feigned nonchalance.,positive,high,new_raw_parallel,synthetic,,clean,True
108,"always need a plan B fr 🙏 backup option essential, dont put all eggs in one basket ✨🛡️ contingency","always need a plan b fr backup option essential, dont put all eggs in one basket contingency",fr,This plan needs a backup option.,neutral,high,new_raw_parallel,synthetic,,clean,True
109,ancient civilizations lore is wilddd ✨🗿 learning bout old empires? fascinating af 🙏 history is lit,ancient civilizations lore is wildd learning bout old empires? fascinating af history is lit,lit,I enjoy learning about ancient civilizations.,positive,high,new_raw_parallel,synthetic,,clean,True
110,ancient history full of wild drama & cool ruins ✨🏛️ learning bout old times? fascinating af 🙏 respect the ancestors,ancient history full of wild drama cool ruins learning bout old times? fascinating af respect the ancestors,wild,I love learning about ancient history.,neutral,high,new_raw_parallel,synthetic,,clean,True
111,ancient myths are wild lowkey ✨🐍 learning bout gods & monsters? fascinating lore 🙏 classic stories,ancient myths are wild lowkey learning bout gods monsters? fascinating lore classic stories,lowkey|wild,I enjoy learning about ancient mythology.,neutral,high,new_raw_parallel,synthetic,,clean,True
112,and u fumbled the loyalty quest fr,and u fumbled the loyalty quest fr,fr,You promised.,neutral,high,new_raw_parallel,synthetic,,clean,True
114,"animals just LOVE him fr 🐾 animal magnet king, dr dolittle vibes ✨💖 gentle soul","animals just love him fr animal magnet king, dr dolittle vibes gentle soul",vibes|king|fr,He's very good with animals.,positive,high,new_raw_parallel,synthetic,,clean,True
115,"animals just vibe w her fr 🐾 calming effect, disney princess energy ✨💖 animal whisperer?","animals just vibe w her fr calming effect, disney princess energy animal whisperer",vibe|fr|w,She has a calming effect on animals.,positive,high,new_raw_parallel,synthetic,,clean,True
117,"antique jewelry got stories fr ✨💍 finding cool old pieces feels special, vintage glam 🙏 history bling","antique jewelry got stories fr finding cool old pieces feels special, vintage glam history bling",fr,I love finding antique jewelry.,neutral,high,new_raw_parallel,synthetic,,clean,True
118,antique maps are like fantasy world portals fr ✨🗺️ finding cool old ones? history + art vibes 🙏 amazing decor,antique maps are like fantasy world portals fr finding cool old ones? history art vibes amazing decor,vibes|fr,I love finding unique antique maps.,neutral,high,new_raw_parallel,synthetic,,clean,True
119,antique shops are time capsules fr ✨🕰️ finding unique old treasures? peak history hunt 🙏 stories in objects,antique shops are time capsules fr finding unique old treasures? peak history hunt stories in objects,peak|fr,I love finding unique items in antique shops.,positive,high,new_raw_parallel,synthetic,,clean,True
120,"appreciatin the little things rn ✨ findin joy in the simple stuff, wholesome vibes fr 🙏💖 gratitude","appreciatin the little things rn findin joy in the simple stuff, wholesome vibes fr gratitude",vibes|fr|rn,I'm finding joy in the simple things.,neutral,high,new_raw_parallel,synthetic,,clean,True
122,aquarium trip? 🐠🐙 lets go see some cool sea creatures fr ✨ underwater vibes,aquarium trip? lets go see some cool sea creatures fr underwater vibes,vibes|fr,Let's visit the aquarium.,neutral,high,new_raw_parallel,synthetic,,clean,True
123,"aquarium vibes? 🐠🐡 lets see the fishy friends fr, mesmerizing underwater world 🙏 calming experience","aquarium vibes? lets see the fishy friends fr, mesmerizing underwater world calming experience",vibes|fr,Let's visit the aquarium.,neutral,high,new_raw_parallel,synthetic,,clean,True
124,"aquarium visit? 🐠🦀 lets see the underwater world fr, calming fish vibes 🙏 cool creatures","aquarium visit? lets see the underwater world fr, calming fish vibes cool creatures",vibes|fr,Let's visit the aquarium.,neutral,high,new_raw_parallel,synthetic,,clean,True
125,aquariums are mesmerizing underwater worlds ✨🐠 watching fish float by? peak chill vibes 🙏 calming af,aquariums are mesmerizing underwater worlds watching fish float by? peak chill vibes calming af,vibes|chill|peak,I enjoy visiting aquariums.,positive,high,new_raw_parallel,synthetic,,clean,True
127,arcade vibes? 🎰 lets chase high scores fr king/queen 🙏 retro fun time,arcade vibes? lets chase high scores fr king queen retro fun time,vibes|queen|king|fr,Let's go to an arcade.,positive,high,new_raw_parallel,synthetic,,clean,True
128,"arcade vibes? 👾🕹️ lets mash some buttons & win tickets fr, retro gaming fun 🙏 competitive spirit","arcade vibes? lets mash some buttons win tickets fr, retro gaming fun competitive spirit",vibes|fr,Let's go to the arcade.,neutral,high,new_raw_parallel,synthetic,,clean,True
129,architecture lowkey fascinating fr ✨🏢 learning bout building design & history? cool nerdy pursuit 🙏 appreciate structures,architecture lowkey fascinating fr learning bout building design history? cool nerdy pursuit appreciate structures,lowkey|fr,I love learning about architecture.,neutral,high,new_raw_parallel,synthetic,,clean,True
130,"arguing on the internet is like yelling at a wall 🧱💀 energy drain for ZERO gain, logging off fr 👋","arguing on the internet is like yelling at a wall energy drain for zero gain, logging off fr",fr,This online argument is pointless.,neutral,high,new_raw_parallel,synthetic,,clean,True
131,argument heats up but she stays ICE cold ❄️ composure queen never loses her cool 🙏💯 unfazed,argument heats up but she stays ice cold composure queen never loses her cool unfazed,queen,She remains composed during arguments.,positive,high,new_raw_parallel,synthetic,,clean,True
132,art galleries are peak quiet contemplation vibes ✨🖼️ observing art & thinkin deep? love that fr 🙏 cultured outing,art galleries are peak quiet contemplation vibes observing art thinkin deep? love that fr cultured outing,vibes|peak|fr,I enjoy visiting art galleries.,positive,high,new_raw_parallel,synthetic,,clean,True
133,"art galleries peak quiet contemplation + cool visuals vibe ✨🖼️ appreciate creativity fr, makes u think 🙏 cultured outing","art galleries peak quiet contemplation cool visuals vibe appreciate creativity fr, makes u think cultured outing",vibe|peak|fr,I enjoy visiting art galleries.,positive,high,new_raw_parallel,synthetic,,clean,True
134,art gallery date? 🖼️ lets go see some cool paintings/sculptures fr ✨ cultured afternoon maybe,art gallery date? lets go see some cool paintings sculptures fr cultured afternoon maybe,fr,Let's visit the art gallery.,neutral,high,new_raw_parallel,synthetic,,clean,True
135,art gallery trip? 🖼️ lets soak in some culture & quiet vibes fr ✨ get inspired maybe?,art gallery trip? lets soak in some culture quiet vibes fr get inspired maybe,vibes|fr,Let's visit the art gallery.,neutral,high,new_raw_parallel,synthetic,,clean,True
136,art gallery vibes? 🖼️ lets soak in culture fr king/queen 🙏 aesthetic quest,art gallery vibes? lets soak in culture fr king queen aesthetic quest,vibes|queen|king|fr,Let's go to an art gallery.,positive,high,new_raw_parallel,synthetic,,clean,True
137,art history lore kinda slaps tho ✨🖼️ learning bout old masters & movements? interesting af 🙏 cultured vibes,art history lore kinda slaps tho learning bout old masters movements? interesting af cultured vibes,slaps|vibes,I enjoy learning about art history.,positive,high,new_raw_parallel,synthetic,,clean,True
138,art juice flowin fr 🎨 creative king ready to make 🙏 inspiration max,art juice flowin fr creative king ready to make inspiration max,king|fr,I'm feeling creative.,positive,high,new_raw_parallel,synthetic,,clean,True
139,"art museum wanderings? 🖼️ lets go appreciate some culture fr, quiet inspiration vibes 🙏 escape reality","art museum wanderings? lets go appreciate some culture fr, quiet inspiration vibes escape reality",vibes|fr,Let's visit the art museum.,neutral,high,new_raw_parallel,synthetic,,clean,True
140,art museums just hit different ✨🎨 lookin at pretty things & feelin cultured? sign me up fr 🙏😌,art museums just hit different lookin at pretty things feelin cultured? sign me up fr,fr,I enjoy visiting art museums.,neutral,high,new_raw_parallel,synthetic,,clean,True
